id,place,weight_lbs,grower_name,city,state_prov,country,gpc_site,seed_mother,pollinator_father,ott,est_weight,pct_chart,variety,weight_kg,weight_class
2751-P,34,988.3707652967424,AQFGP,Houston,Texas,China,National Pumpkin Festival,1899 Q,1580 W,370,1108,-10,Golden Hubbard,448.31707217248,medium
2489-P,19,989.339516366832,SKUFZ,Los Angeles,California,UK,Regional Pumpkin Festival,1746 Q,1972 F,342,895,12,Orange Bulldog,448.756489907864,medium
2792-P,57,996.1511900546028,KYJBH,Nottingham,New York,China,National Pumpkin Festival,1934 I,1172 T,381,1177,-11,Kakai,451.8462105992474,medium
2671-P,46,998.161775354296,YXKZF,Paris,New York,USA,Regional Pumpkin Festival,1041 L,1120 A,0,-3,-3,Munchkin,452.7581960065058,medium
2461-P,22,993.349810058251,ECPLP,Chicago,New York,USA,Regional Pumpkin Festival,1892 I,1544 J,1,-1,-1,Orange Bulldog,450.5755270439422,medium
2554-P,50,991.7625726815312,MZWBY,Paris,California,UK,National Pumpkin Festival,1399 P,1314 P,353,974,2,Golden Hubbard,449.8555688677611,medium
2675-P,85,982.8330377163364,EBPGS,Paris,Florida,USA,National Pumpkin Festival,1377 W,1853 C,346,937,10,Kakai,445.8052032438285,medium
2979-P,99,986.8637327387928,LYMMF,New York,California,UK,Local Pumpkin Festival,1148 Q,1358 E,368,1058,-6,Munchkin,447.6334942604545,medium
2705-P,33,990.025357122533,YHWXY,Houston,California,USA,Regional Pumpkin Festival,1404 C,1903 K,350,915,9,Kakai,449.067581787924,medium
2755-P,83,977.867922176607,HFKYW,Chicago,California,China,National Pumpkin Festival,1504 V,1117 H,361,1022,-8,Golden Hubbard,443.5530665559315,medium
2045-P,12,977.0419193059206,XSXYQ,Houston,New York,UK,Local Pumpkin Festival,1107 V,1502 O,353,1015,-8,Munchkin,443.17839826181114,medium
2755-P,10,970.3770567579196,MDQYK,Nottingham,Florida,China,Regional Pumpkin Festival,1837 I,1719 K,346,917,2,Munchkin,440.15526992893825,medium
2106-P,39,960.8497591111808,DYWZL,Paris,Florida,UK,Regional Pumpkin Festival,1052 L,1395 V,344,931,6,Munchkin,435.83376393475874,medium
2163-P,45,977.083366855979,CZGHF,Houston,California,USA,Local Pumpkin Festival,1838 S,1440 X,5,-4,-3,Munchkin,443.1971985389372,medium
2890-P,32,973.1185273351148,EHNNZ,New York,Florida,UK,National Pumpkin Festival,1080 J,1885 Q,361,1004,0,Golden Hubbard,441.3987790509894,medium
2654-P,77,972.0192301483823,DMUSE,Nottingham,New York,China,National Pumpkin Festival,1676 N,1512 U,348,945,2,Munchkin,440.900146641465,medium
2815-P,73,967.2734073922038,ACSDD,Nottingham,Florida,UK,National Pumpkin Festival,1648 J,1175 Z,347,943,2,Kakai,438.7474794058445,medium
2616-P,55,963.2598743669688,DTCKP,Paris,Texas,USA,Local Pumpkin Festival,1771 M,1335 I,349,933,8,Kakai,436.9269729338621,medium
2255-P,24,949.3529895842076,ZAXQY,Chicago,Texas,UK,Local Pumpkin Festival,1457 C,1017 Y,352,952,4,Kakai,430.6189212514799,medium
2564-P,99,950.8730714581908,JPEXU,Chicago,New York,UK,Local Pumpkin Festival,1251 J,1985 C,371,1090,-9,Kakai,431.3084182288637,medium
2191-P,93,955.9671828504652,YJPYM,Chicago,Texas,China,National Pumpkin Festival,1167 B,1218 C,337,821,11,Orange Bulldog,433.6190664035082,medium
2390-P,18,940.0002390379086,JHCIH,Los Angeles,New York,USA,National Pumpkin Festival,1400 J,1899 W,350,929,2,Golden Hubbard,426.37658842568305,medium
2696-P,6,940.9156293421984,BOCAC,Los Angeles,California,China,National Pumpkin Festival,1556 A,1793 O,361,1046,-13,Munchkin,426.7918021445864,medium
2709-P,74,945.1633374858648,OMSEX,Los Angeles,New York,China,National Pumpkin Festival,1114 Y,1809 G,362,1007,-9,Orange Bulldog,428.7185285768884,medium
2555-P,21,955.3386673117056,AJIHX,Chicago,California,USA,National Pumpkin Festival,1417 P,1690 J,366,1052,-5,Munchkin,433.33397678325116,medium
2222-P,62,935.4901217613368,HZSAM,Los Angeles,Texas,China,Local Pumpkin Festival,1512 P,1253 G,351,938,3,Munchkin,424.3308353099683,medium
2542-P,96,934.3293997617438,FYKEB,New York,Texas,UK,Regional Pumpkin Festival,1944 I,1918 S,328,821,18,Munchkin,423.80434109672893,medium
2895-P,85,932.2508745612575,FVKYN,New York,Florida,China,National Pumpkin Festival,1303 V,1795 P,335,841,11,Orange Bulldog,422.8615386939899,medium
2723-P,46,937.8832504414022,ECGQL,New York,California,China,Regional Pumpkin Festival,1209 V,1731 H,359,989,-2,Kakai,425.4163393342165,medium
2992-P,79,934.1486398642884,QKJOO,Paris,California,USA,Regional Pumpkin Festival,1328 J,1769 V,342,907,-3,Munchkin,423.72234985332227,medium
2274-P,92,931.2893016524612,NHQEQ,Los Angeles,New York,USA,Regional Pumpkin Festival,1638 N,1432 X,361,1003,-7,Golden Hubbard,422.42537691514315,medium
2568-P,38,929.0592085989192,XNZHA,Nottingham,Texas,UK,Regional Pumpkin Festival,1147 J,1324 P,352,982,-8,Kakai,421.413824546801,medium
2720-P,69,926.7953878426924,GPHSY,Paris,Florida,USA,Regional Pumpkin Festival,1099 V,1409 W,345,914,3,Munchkin,420.3869735623425,medium
2361-P,4,929.436664189212,BMUPY,Paris,California,China,Regional Pumpkin Festival,1779 Q,1807 G,345,902,6,Golden Hubbard,421.5850353829131,medium
2492-P,24,920.681294276379,HHKOO,Nottingham,California,UK,National Pumpkin Festival,1111 M,1413 W,352,972,-6,Kakai,417.61366963341135,medium
2057-P,54,920.2506541302428,LIKJA,New York,Florida,UK,Regional Pumpkin Festival,1385 X,1909 S,342,854,12,Golden Hubbard,417.4183347082451,medium
2612-P,8,929.995257774368,IXIJQ,New York,California,USA,National Pumpkin Festival,1841 D,1023 E,351,920,-4,Munchkin,421.83840896439114,medium
2125-P,84,912.8355928212404,YZWUK,Los Angeles,New York,USA,Regional Pumpkin Festival,1236 X,1638 G,347,930,-1,Orange Bulldog,414.0549222189721,medium
2997-P,13,912.4854833949356,BSQLB,Houston,California,UK,Regional Pumpkin Festival,1541 U,1989 M,364,1036,-7,Kakai,413.89611538407564,medium
2995-P,31,926.2871729936452,UCHJX,Nottingham,Texas,USA,National Pumpkin Festival,1562 S,1341 D,338,888,1,Orange Bulldog,420.1564513725335,medium
2720-P,30,915.2118782261388,HWYYQ,New York,Texas,USA,Regional Pumpkin Festival,1776 Y,1921 N,337,869,-1,Orange Bulldog,415.13278626835074,medium
2233-P,31,904.6303109740838,YNBZF,Los Angeles,California,China,National Pumpkin Festival,1285 Q,1992 A,343,933,-3,Munchkin,410.3330720153566,medium
2470-P,39,918.76655759383,HTTJG,New York,Texas,UK,Regional Pumpkin Festival,1342 Z,1643 S,351,980,-2,Golden Hubbard,416.74516039210056,medium
2737-P,75,912.03211952094,JXEUW,Houston,California,China,Local Pumpkin Festival,1061 X,1889 P,362,1012,-7,Munchkin,413.6904731577422,medium
2898-P,74,895.210144941695,SRYJG,Chicago,New York,USA,National Pumpkin Festival,1310 T,1096 Y,359,1032,-14,Orange Bulldog,406.06016006439336,medium
2502-P,28,899.8151404682546,DQHEQ,New York,New York,UK,National Pumpkin Festival,1927 K,1239 E,340,889,-1,Munchkin,408.14894919527654,medium
2304-P,85,890.7836282020435,WUZFQ,Chicago,Texas,USA,National Pumpkin Festival,1199 G,1309 J,336,856,1,Golden Hubbard,404.0523274834213,medium
2772-P,6,903.1269361553714,BMHJA,Nottingham,California,USA,Local Pumpkin Festival,1758 P,1012 R,345,928,2,Golden Hubbard,409.65115322458723,medium
2380-P,75,892.2091935200617,HJDAP,Paris,Texas,USA,Local Pumpkin Festival,1568 D,1538 T,350,923,2,Orange Bulldog,404.69895250715183,medium
2541-P,89,894.5863129759207,TDWIO,Los Angeles,California,USA,Regional Pumpkin Festival,1256 M,1671 W,336,826,13,Orange Bulldog,405.7771948753738,medium
2397-P,14,898.8989299060777,TYJBH,Chicago,Texas,China,Local Pumpkin Festival,1009 F,1779 M,342,921,-8,Orange Bulldog,407.7333634139576,medium
2237-P,13,905.4006329309196,ZKPWU,Los Angeles,New York,China,National Pumpkin Festival,1951 C,1009 Y,1,2,3,Orange Bulldog,410.6824838924017,medium
2576-P,35,896.2491869442165,EOCRZ,Nottingham,Florida,UK,Local Pumpkin Festival,1830 P,1856 T,341,903,-3,Kakai,406.53146120440107,medium
2932-P,42,892.4383506501093,GTXPX,Houston,New York,USA,National Pumpkin Festival,1083 E,1350 R,343,880,3,Orange Bulldog,404.8028963480844,medium
2571-P,91,897.9653358008712,NDDHN,Houston,New York,UK,National Pumpkin Festival,1561 W,1329 D,358,997,-7,Golden Hubbard,407.3098925965888,medium
2469-P,32,886.87407029327,NRXAT,New York,New York,USA,Local Pumpkin Festival,1013 S,1602 Q,2,-3,0,Orange Bulldog,402.27898329246494,medium
2055-P,19,888.3347959062085,TXPDV,New York,Texas,UK,Local Pumpkin Festival,1214 C,1484 D,340,900,3,Kakai,402.9415567446889,medium
2011-P,24,877.6749087339267,CXCIP,Houston,California,USA,Regional Pumpkin Festival,1895 M,1910 C,350,943,-9,Orange Bulldog,398.1063172024393,medium
2971-P,57,882.373830800876,FOECO,New York,California,UK,Local Pumpkin Festival,1037 R,1114 L,346,886,-1,Orange Bulldog,400.23771066063097,medium
2288-P,31,886.0806594835594,LDFHL,Nottingham,California,USA,Regional Pumpkin Festival,1992 Y,1795 K,319,749,17,Kakai,401.9190984964667,medium
2417-P,83,877.2654417952523,YVUIR,Houston,Texas,China,National Pumpkin Festival,1330 H,1088 M,355,1002,-11,Kakai,397.9205862747921,medium
2771-P,97,879.9867776511237,WAEBM,Houston,California,UK,Local Pumpkin Festival,1578 K,1600 M,349,945,-10,Orange Bulldog,399.1549624483285,medium
2624-P,28,877.589843833819,HQRKJ,Houston,Texas,USA,Regional Pumpkin Festival,1050 K,1844 J,344,923,-4,Orange Bulldog,398.06773244426967,medium
2692-P,73,876.3319140803069,NLXLU,New York,California,China,Regional Pumpkin Festival,1888 I,1571 K,329,831,7,Munchkin,397.4971455715146,medium
2417-P,46,868.9907207200304,GZMUT,Los Angeles,California,China,Regional Pumpkin Festival,1558 J,1178 X,350,936,-10,Golden Hubbard,394.16723899284,medium
2055-P,99,882.0620956538245,VPGWL,Los Angeles,California,UK,National Pumpkin Festival,1708 O,1677 W,353,929,-8,Golden Hubbard,400.0963100918095,medium
2088-P,39,878.9594993302599,VXOWT,Houston,Florida,USA,National Pumpkin Festival,1480 F,1789 E,348,904,-2,Golden Hubbard,398.6889972202112,medium
2529-P,48,864.3735917452723,DIGIH,New York,Florida,UK,Local Pumpkin Festival,1538 F,1689 V,329,804,6,Kakai,392.07294622692154,medium
2776-P,65,867.206624193117,LFGKM,Houston,California,UK,Regional Pumpkin Festival,1099 P,1744 H,346,882,4,Munchkin,393.35798708100435,medium
2482-P,68,861.2962968889624,ESAUQ,Paris,New York,USA,National Pumpkin Festival,1908 F,1774 F,352,959,-14,Orange Bulldog,390.67710989845824,medium
2978-P,69,873.0236363057047,STHFF,New York,Texas,USA,National Pumpkin Festival,1450 S,1614 I,337,857,-4,Munchkin,395.9965372391772,medium
2804-P,40,856.5382129903883,ZNCSQ,Houston,New York,China,Regional Pumpkin Festival,1836 N,1701 Y,357,975,-9,Munchkin,388.5188811067362,medium
2650-P,12,859.6287757661194,MSKQI,New York,California,USA,National Pumpkin Festival,1413 B,1044 I,354,961,-9,Munchkin,389.9207356573056,medium
2927-P,93,855.4826560603454,EFSKL,Los Angeles,Texas,UK,Regional Pumpkin Festival,1795 O,1068 V,322,767,8,Kakai,388.0400889277242,medium
2551-P,16,855.5156610012054,TSCTZ,Nottingham,Florida,China,Regional Pumpkin Festival,1345 O,1035 X,333,796,5,Kakai,388.05505970485876,medium
2047-P,29,862.279886671342,TTJML,Houston,Florida,UK,Local Pumpkin Festival,1255 K,1623 R,347,907,-9,Munchkin,391.12325835502736,medium
2485-P,80,854.911082951352,MUUMF,Los Angeles,New York,UK,National Pumpkin Festival,1423 T,1483 V,341,872,-7,Munchkin,387.78082793806965,medium
2951-P,16,849.8865112394094,DIMNT,New York,California,USA,National Pumpkin Festival,1407 H,1105 K,-5,3,3,Kakai,385.5017224061062,medium
2454-P,54,851.6102835824713,VIESC,New York,Florida,China,National Pumpkin Festival,1703 E,1754 Z,335,797,5,Golden Hubbard,386.2836117507403,medium
2350-P,29,851.8341152559966,VWKWB,Nottingham,New York,China,Regional Pumpkin Festival,1465 C,1957 O,327,765,13,Munchkin,386.385140007198,medium
2177-P,79,852.0649347733706,GICFB,Nottingham,Texas,USA,Regional Pumpkin Festival,1090 R,1725 G,353,942,-13,Kakai,386.4898378937227,medium
2529-P,51,851.8773703040555,VIZLK,Los Angeles,Florida,USA,Local Pumpkin Festival,1616 C,1323 T,339,827,0,Kakai,386.40476015095715,medium
2710-P,47,839.750217454508,IHIOK,New York,New York,USA,Local Pumpkin Festival,1058 U,1683 D,332,837,4,Orange Bulldog,380.90398063562515,medium
2070-P,41,851.9150497885421,OEWVU,Houston,Florida,China,National Pumpkin Festival,1547 T,1279 H,339,898,-10,Kakai,386.4218512636844,medium
2506-P,77,833.9585512662306,IETII,Houston,New York,China,National Pumpkin Festival,1062 D,1572 W,324,787,3,Golden Hubbard,378.2769271859521,medium
2782-P,80,847.878493626602,RPTZO,Chicago,Texas,UK,National Pumpkin Festival,1423 C,1001 O,328,824,2,Golden Hubbard,384.59090168107764,medium
2321-P,46,829.9917185641825,DEREF,Houston,California,UK,Local Pumpkin Festival,1621 L,1066 G,320,709,17,Kakai,376.4776036069647,medium
2016-P,3,830.963683986105,ZDFWO,Houston,Texas,China,Local Pumpkin Festival,1788 O,1309 D,325,792,10,Munchkin,376.91847934662536,medium
2220-P,75,834.9087446201593,UVKYG,New York,California,China,Regional Pumpkin Festival,1909 D,1938 Y,346,883,0,Orange Bulldog,378.70792728974726,medium
2644-P,96,845.9290787428617,CVZKN,Paris,California,USA,National Pumpkin Festival,1075 H,1991 R,335,794,7,Orange Bulldog,383.70666268513213,medium
2878-P,49,840.2366346437484,XTSGP,Houston,Texas,China,Regional Pumpkin Festival,1032 O,1828 X,339,824,2,Munchkin,381.12461558132713,medium
2057-P,9,834.3256027884781,YMLIO,Paris,New York,USA,Regional Pumpkin Festival,1559 U,1391 W,328,789,9,Orange Bulldog,378.44341882003135,medium
2967-P,58,825.8575176671147,IWAFG,Houston,Texas,China,Local Pumpkin Festival,1823 R,1908 R,323,747,15,Orange Bulldog,374.6023631536619,medium
2888-P,43,826.7998327491805,UJINV,Chicago,Texas,China,Regional Pumpkin Festival,1705 J,1493 I,327,802,9,Kakai,375.0297897363663,medium
2692-P,48,830.1814957097173,CHIPP,Nottingham,Florida,UK,Local Pumpkin Festival,1646 Z,1979 G,316,731,17,Kakai,376.5636850019621,medium
2749-P,17,817.1294776936993,CNCUE,Houston,New York,China,Regional Pumpkin Festival,1847 C,1251 F,344,938,-17,Golden Hubbard,370.64339404604044,medium
2682-P,58,820.3608901981264,SCDFY,Chicago,Texas,China,Regional Pumpkin Festival,1376 Y,1014 J,349,903,-11,Orange Bulldog,372.1091369067486,medium
2582-P,77,809.8980041407049,CUKOX,New York,New York,USA,Local Pumpkin Festival,1413 B,1870 V,5,0,-4,Kakai,367.3632554941906,medium
2621-P,12,818.8311376962811,SJQDA,Chicago,Texas,UK,Regional Pumpkin Festival,1227 A,1478 T,335,812,3,Golden Hubbard,371.4152534099315,medium
2631-P,53,805.1897355671972,JCLWT,Houston,Texas,China,National Pumpkin Festival,1144 U,1862 I,338,854,-4,Kakai,365.2276225353961,medium
2901-P,84,810.5853449702263,GJWNJ,Nottingham,Texas,USA,Regional Pumpkin Festival,1045 H,1998 N,320,736,7,Kakai,367.6750277957349,medium
2073-P,94,801.1762677654624,PHFZI,Houston,Florida,UK,National Pumpkin Festival,1906 A,1151 A,325,778,8,Orange Bulldog,363.40714564827164,medium
2529-P,87,801.211180687882,NDEZD,Los Angeles,Florida,USA,National Pumpkin Festival,1703 A,1921 X,325,762,3,Kakai,363.42298187057776,medium
2105-P,92,808.5804461458698,ZGQRN,Nottingham,New York,USA,Local Pumpkin Festival,1330 J,1196 F,318,705,19,Kakai,366.7656217281974,medium
2058-P,34,792.9784630766138,BDWYY,Nottingham,California,USA,National Pumpkin Festival,1170 B,1776 X,323,722,16,Golden Hubbard,359.6886870238474,medium
2884-P,78,800.7705482790246,XKPKJ,Los Angeles,Texas,USA,Regional Pumpkin Festival,1009 T,1896 O,340,844,-2,Munchkin,363.22311453497935,medium
2951-P,90,797.0827027857304,UGBOB,Paris,Texas,USA,Regional Pumpkin Festival,1608 J,1760 N,308,666,14,Kakai,361.550337321985,medium
2579-P,28,794.8631713958457,KHACW,Nottingham,New York,UK,Local Pumpkin Festival,1611 X,1839 N,330,834,-7,Munchkin,360.5435756397844,medium
2102-P,9,793.537012513727,IPTTZ,Chicago,Florida,UK,National Pumpkin Festival,1332 B,1960 K,340,906,-13,Orange Bulldog,359.94204058012645,medium
2590-P,39,796.2520603472367,CXMDH,Houston,New York,USA,Local Pumpkin Festival,1824 Z,1216 A,322,728,14,Orange Bulldog,361.1735645570238,medium
2796-P,89,791.320088791661,VGNUP,Nottingham,New York,China,Local Pumpkin Festival,1601 D,1840 P,329,813,-5,Golden Hubbard,358.9364617151871,medium
2838-P,18,782.6520424479619,PQJEK,Paris,Florida,USA,Regional Pumpkin Festival,1322 M,1513 H,309,638,28,Munchkin,355.0047052380559,medium
2138-P,91,794.3534719701856,YQSCB,Nottingham,New York,USA,Local Pumpkin Festival,1058 D,1381 E,340,871,-6,Kakai,360.31238005790044,medium
2114-P,28,789.1203413175419,IBILF,Chicago,Texas,USA,Regional Pumpkin Festival,1008 W,1838 A,326,733,9,Kakai,357.9386738589065,medium
2682-P,45,781.1457305919379,WFWWB,Los Angeles,Texas,China,Regional Pumpkin Festival,1604 S,1833 L,324,787,-4,Kakai,354.3214542306583,medium
2838-P,94,779.165964291431,UMOMW,New York,Texas,China,Regional Pumpkin Festival,1298 Q,1169 Q,331,776,1,Munchkin,353.42344807487876,medium
2526-P,36,786.09443991445,RIWSF,New York,Texas,China,Regional Pumpkin Festival,1167 Y,1398 E,326,779,5,Golden Hubbard,356.56614918967523,medium
2360-P,71,785.8895375465975,VBZGY,Nottingham,California,China,National Pumpkin Festival,1129 I,1252 M,318,758,6,Munchkin,356.4732071148362,medium
2626-P,36,782.0160372629762,QOOXT,Houston,Texas,China,Local Pumpkin Festival,1033 A,1320 A,322,728,9,Kakai,354.71621837418786,medium
2277-P,44,770.5447619454935,IFYYH,Los Angeles,New York,China,Local Pumpkin Festival,1703 F,1193 J,328,793,-1,Orange Bulldog,349.5129396603803,medium
2914-P,88,772.128309648484,NIPEM,New York,California,UK,National Pumpkin Festival,1927 C,1997 K,335,812,-4,Kakai,350.23122423007516,medium
2852-P,97,784.8840834870934,XTACF,Paris,Florida,UK,Regional Pumpkin Festival,1001 T,1732 I,313,680,12,Munchkin,356.0171411970777,medium
2544-P,31,784.8597724121064,FBETL,Nottingham,Florida,UK,Local Pumpkin Festival,1719 V,1594 T,324,725,4,Golden Hubbard,356.00611388795215,medium
2265-P,34,762.4660756187513,VGVTQ,Nottingham,Florida,USA,National Pumpkin Festival,1716 S,1446 G,332,846,-8,Munchkin,345.8485121720607,medium
2018-P,15,762.7577914688736,BCHAP,Chicago,Florida,UK,National Pumpkin Festival,1134 L,1780 B,321,729,8,Golden Hubbard,345.98083214794934,medium
2320-P,39,772.814422454685,FYQQH,Chicago,Florida,China,Regional Pumpkin Festival,1483 L,1697 D,337,822,-9,Orange Bulldog,350.54243951006544,medium
2755-P,87,767.9242864763364,YQMPI,Chicago,New York,USA,Regional Pumpkin Festival,1480 T,1201 I,329,811,-10,Golden Hubbard,348.3243129513744,medium
2812-P,32,759.920950810425,MRERK,New York,California,USA,Local Pumpkin Festival,1617 D,1839 T,339,831,-6,Golden Hubbard,344.6940639200023,medium
2645-P,7,774.1610464714468,CGAQR,Los Angeles,California,China,Regional Pumpkin Festival,1705 Y,1268 C,319,729,6,Orange Bulldog,351.15325739107647,medium
2654-P,81,770.2577962661162,OEEEP,Chicago,Florida,China,National Pumpkin Festival,1751 N,1933 G,-5,-2,1,Munchkin,349.38277432394017,medium
2285-P,61,763.4107100432739,SGVYP,Los Angeles,New York,USA,Local Pumpkin Festival,1127 K,1670 V,5,2,0,Orange Bulldog,346.2769907899487,medium
2185-P,84,768.1653244467452,WJSOB,Houston,New York,USA,Regional Pumpkin Festival,1356 W,1529 B,308,683,10,Orange Bulldog,348.43364584644803,medium
2062-P,49,753.2412603478879,IHXKX,Houston,California,USA,Regional Pumpkin Festival,1920 V,1579 N,330,774,1,Golden Hubbard,341.66420976371916,medium
2809-P,88,756.9932005172595,MZCVT,Chicago,Texas,UK,Regional Pumpkin Festival,1341 R,1633 S,334,814,-6,Golden Hubbard,343.36605980902476,medium
2971-P,50,761.143078330718,DLQOU,Los Angeles,Texas,UK,Regional Pumpkin Festival,1788 R,1602 S,336,813,-4,Munchkin,345.24841118618707,medium
2415-P,23,760.1077137887478,SUJNP,Los Angeles,Texas,UK,Local Pumpkin Festival,1227 E,1125 Z,325,796,-9,Orange Bulldog,344.77877811286567,medium
2449-P,89,744.8510069549084,INOMA,Chicago,California,USA,National Pumpkin Festival,1310 S,1265 E,3,0,-1,Kakai,337.8584579466908,medium
2066-P,34,756.4165345786139,VRRTG,New York,Texas,USA,National Pumpkin Festival,1542 P,1161 K,324,725,2,Orange Bulldog,343.10448875258265,medium
2900-P,14,740.0050757499412,AJPGJ,Paris,New York,UK,Local Pumpkin Festival,1917 I,1055 N,3,-4,-2,Golden Hubbard,335.6603823195673,medium
2204-P,49,747.2510809581727,UKPWL,Paris,California,China,National Pumpkin Festival,1037 W,1767 T,319,758,-3,Orange Bulldog,338.94711231397946,medium
2158-P,52,746.1592629421502,AUUGM,Nottingham,Texas,China,Regional Pumpkin Festival,1914 N,1207 M,305,658,7,Munchkin,338.4518723964558,medium
2464-P,77,744.7845582114533,NURPD,Chicago,Texas,China,Regional Pumpkin Festival,1148 J,1443 U,0,2,-3,Orange Bulldog,337.8283173282495,medium
2703-P,31,743.5530907092616,CUOQJ,Chicago,Florida,China,Local Pumpkin Festival,1729 W,1549 H,317,749,-5,Orange Bulldog,337.2697335209954,medium
2689-P,29,738.3385448297486,UTYBV,Nottingham,California,UK,Local Pumpkin Festival,1337 W,1640 O,319,762,-1,Munchkin,334.90445722641533,medium
2662-P,11,742.986959509179,VKXNE,New York,California,USA,Regional Pumpkin Festival,1241 F,1792 R,324,740,-5,Kakai,337.0129409376875,medium
